/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_51.jpeg,᮷
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_52.jpeg,᮷
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_53.jpeg,᮷
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_54.jpeg,᮷
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_55.jpeg,᮷
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_56.jpeg,᮷
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_57.jpeg,᮸
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_58.jpeg,᮸
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_59.jpeg,᮸
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_60.jpeg,᮸
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_61.jpeg,᮸
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_62.jpeg,᮸
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_63.jpeg,᮸
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_64.jpeg,᮸
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_65.jpeg,᮹
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_66.jpeg,᮹
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_67.jpeg,᮹
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_68.jpeg,᮹
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_69.jpeg,᮹
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_70.jpeg,᮹
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_71.jpeg,᮹
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_72.jpeg,᮹
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_73.jpeg,᮰
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_74.jpeg,᮰
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_75.jpeg,᮰
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_76.jpeg,᮰
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_77.jpeg,᮰
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_78.jpeg,᮰
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_79.jpeg,᮰
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_80.jpeg,᮰
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_81.jpeg,ᮃ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_82.jpeg,ᮃ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_83.jpeg,ᮃ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_84.jpeg,ᮃ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_85.jpeg,ᮃ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_86.jpeg,ᮃ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_87.jpeg,ᮃ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_88.jpeg,ᮃ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_89.jpeg,ᮄ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_90.jpeg,ᮄ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_91.jpeg,ᮄ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_92.jpeg,ᮄ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_93.jpeg,ᮄ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_94.jpeg,ᮄ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_95.jpeg,ᮄ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_96.jpeg,ᮄ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_97.jpeg,ᮅ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_98.jpeg,ᮅ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_99.jpeg,ᮅ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_100.jpeg,ᮅ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_101.jpeg,ᮅ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_102.jpeg,ᮅ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_103.jpeg,ᮅ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_104.jpeg,ᮅ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_105.jpeg,ᮈ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_106.jpeg,ᮈ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_107.jpeg,ᮈ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_108.jpeg,ᮈ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_109.jpeg,ᮈ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_110.jpeg,ᮈ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_111.jpeg,ᮈ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_112.jpeg,ᮈ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_113.jpeg,ᮆ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_114.jpeg,ᮆ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_115.jpeg,ᮆ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_116.jpeg,ᮆ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_117.jpeg,ᮆ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_118.jpeg,ᮆ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_119.jpeg,ᮆ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_120.jpeg,ᮆ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_121.jpeg,ᮇ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_122.jpeg,ᮇ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_123.jpeg,ᮇ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_124.jpeg,ᮇ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_125.jpeg,ᮇ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_126.jpeg,ᮇ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_127.jpeg,ᮇ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_128.jpeg,ᮇ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_129.jpeg,ᮉ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_130.jpeg,ᮉ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_131.jpeg,ᮉ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_132.jpeg,ᮉ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_133.jpeg,ᮉ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_134.jpeg,ᮉ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_135.jpeg,ᮉ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_136.jpeg,ᮉ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_137.jpeg,ᮋ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_138.jpeg,ᮋ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_139.jpeg,ᮋ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_140.jpeg,ᮋ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_141.jpeg,ᮋ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_142.jpeg,ᮋ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_143.jpeg,ᮋ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_144.jpeg,ᮋ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_145.jpeg,ᮝ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_146.jpeg,ᮝ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_147.jpeg,ᮝ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_148.jpeg,ᮝ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_149.jpeg,ᮝ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_150.jpeg,ᮝ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_151.jpeg,ᮝ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_152.jpeg,ᮝ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_153.jpeg,ᮛ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_154.jpeg,ᮛ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_155.jpeg,ᮛ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_156.jpeg,ᮛ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_157.jpeg,ᮛ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_158.jpeg,ᮛ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_159.jpeg,ᮛ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_160.jpeg,ᮛ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_161.jpeg,ᮒ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_162.jpeg,ᮒ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_163.jpeg,ᮒ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_164.jpeg,ᮒ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_165.jpeg,ᮒ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_166.jpeg,ᮒ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_167.jpeg,ᮒ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_168.jpeg,ᮒ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_169.jpeg,ᮚ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_170.jpeg,ᮚ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_171.jpeg,ᮚ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_172.jpeg,ᮚ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_173.jpeg,ᮚ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_174.jpeg,ᮚ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_175.jpeg,ᮚ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_176.jpeg,ᮚ
/Users/hamzhya/Documents/kuliah/smt 6/TUGAS AKHIR/Implementasi/Tensorflow/tools/../image-data/sundanese-images/hangul_177.jpeg,ᮕ
